"ExhibitionID","ExhibitionNumber","ExhibitionTitle","ExhibitionCitationDate","ExhibitionBeginDate","ExhibitionEndDate","ExhibitionSortOrder","ExhibitionURL","ExhibitionRole","ExhibitionRoleinPressRelease","ConstituentID","ConstituentType","DisplayName","AlphaSort","FirstName","MiddleName","LastName","Suffix","Institution","Nationality","ConstituentBeginDate","ConstituentEndDate","ArtistBio","Gender","VIAFID","WikidataID","ULANID","ConstituentURL","Year"
2527,"93","Useful Objects of American Design under $10.00","[MoMA Exh. #93, December 7, 1939-January 7, 1940]",1939-12-07,1940-01-07,138,"moma.org/calendar/exhibitions/2788","Artist","Artist",63542,"Institution","Knape & Vogt","Knape & Vogt","","","","","Knape & Vogt",NA,NA,NA,"","",NA,"",NA,"moma.org/artists/63542",1939
2527,"93","Useful Objects of American Design under $10.00","[MoMA Exh. #93, December 7, 1939-January 7, 1940]",1939-12-07,1940-01-07,138,"moma.org/calendar/exhibitions/2788","Artist","Artist",10063,"Institution","S.H. Kress & Company, New York","Kress & Company, S.H.","","","","","Kress & Company, S.H.",NA,NA,NA,"","",NA,"",NA,"moma.org/artists/10063",1939
2527,"93","Useful Objects of American Design under $10.00","[MoMA Exh. #93, December 7, 1939-January 7, 1940]",1939-12-07,1940-01-07,138,"moma.org/calendar/exhibitions/2788","Artist","Artist",63550,"Institution","Lafayette Lighting Equipment Company","Lafayette Lighting Equipment Company","","","","","Lafayette Lighting Equipment Company",NA,NA,NA,"","",NA,"",NA,"moma.org/artists/63550",1939
2527,"93","Useful Objects of American Design under $10.00","[MoMA Exh. #93, December 7, 1939-January 7, 1940]",1939-12-07,1940-01-07,138,"moma.org/calendar/exhibitions/2788","Artist","Artist",9575,"Institution","Landers, Frary & Clark, New Britain, CT","Landers, Frary & Clark","","","","","Landers, Frary & Clark","American",NA,NA,"","",NA,"",NA,"moma.org/artists/9575",1939
2527,"93","Useful Objects of American Design under $10.00","[MoMA Exh. #93, December 7, 1939-January 7, 1940]",1939-12-07,1940-01-07,138,"moma.org/calendar/exhibitions/2788","Artist","Artist",9474,"Institution","Lenart Import, Ltd., New York","Lenart Import, Ltd.","","","","","Lenart Import, Ltd.",NA,NA,NA,"","",NA,"",NA,"moma.org/artists/9474",1939
2527,"93","Useful Objects of American Design under $10.00","[MoMA Exh. #93, December 7, 1939-January 7, 1940]",1939-12-07,1940-01-07,138,"moma.org/calendar/exhibitions/2788","Artist","Artist",9578,"Institution","Lenox, Inc., Trenton, NJ","Lenox, Inc.","","","","","Lenox, Inc.","American",1889,NA,"established 1889","",NA,"",NA,"moma.org/artists/9578",1939
2527,"93","Useful Objects of American Design under $10.00","[MoMA Exh. #93, December 7, 1939-January 7, 1940]",1939-12-07,1940-01-07,138,"moma.org/calendar/exhibitions/2788","Artist","Artist",63549,"Individual","Paul A. Lobel","Lobel Paul A","Paul","A.","Lobel","","",NA,NA,NA,"","",83548826,"",NA,"moma.org/artists/63549",1939
2527,"93","Useful Objects of American Design under $10.00","[MoMA Exh. #93, December 7, 1939-January 7, 1940]",1939-12-07,1940-01-07,138,"moma.org/calendar/exhibitions/2788","Artist","Artist",63547,"Institution","Master Metal Products, Inc.","Master Metal Products Inc","","","","","Master Metal Products, Inc.",NA,NA,NA,"","",NA,"",NA,"moma.org/artists/63547",1939
2527,"93","Useful Objects of American Design under $10.00","[MoMA Exh. #93, December 7, 1939-January 7, 1940]",1939-12-07,1940-01-07,138,"moma.org/calendar/exhibitions/2788","Artist","Artist",64132,"Institution","Joseph H. Meyer Bros.","Meyer Joseph H Bros","","","","","Joseph H. Meyer Bros.",NA,NA,NA,"","",NA,"",NA,"moma.org/artists/64132",1939
2527,"93","Useful Objects of American Design under $10.00","[MoMA Exh. #93, December 7, 1939-January 7, 1940]",1939-12-07,1940-01-07,138,"moma.org/calendar/exhibitions/2788","Artist","Artist",63544,"Institution","Napier","Napier","","","","","Napier",NA,NA,NA,"","",NA,"",NA,"moma.org/artists/63544",1939
2527,"93","Useful Objects of American Design under $10.00","[MoMA Exh. #93, December 7, 1939-January 7, 1940]",1939-12-07,1940-01-07,138,"moma.org/calendar/exhibitions/2788","Artist","Artist",10111,"Institution","Northampton Cutlery Company, Northampton, MA","Northampton Cutlery Company","","","","","Northampton Cutlery Company",NA,NA,NA,"","",NA,"",NA,"moma.org/artists/10111",1939
2527,"93","Useful Objects of American Design under $10.00","[MoMA Exh. #93, December 7, 1939-January 7, 1940]",1939-12-07,1940-01-07,138,"moma.org/calendar/exhibitions/2788","Artist","Artist",10352,"Institution","Orrefors, Sweden","Orrefors","","","","","Orrefors",NA,NA,NA,"","",NA,"",NA,"moma.org/artists/10352",1939
2527,"93","Useful Objects of American Design under $10.00","[MoMA Exh. #93, December 7, 1939-January 7, 1940]",1939-12-07,1940-01-07,138,"moma.org/calendar/exhibitions/2788","Artist","Artist",63537,"Institution","Pattberg Novelty Corp.","Pattberg Novelty Corp","","","","","Pattberg Novelty Corp.",NA,NA,NA,"","",NA,"",NA,"moma.org/artists/63537",1939
2527,"93","Useful Objects of American Design under $10.00","[MoMA Exh. #93, December 7, 1939-January 7, 1940]",1939-12-07,1940-01-07,138,"moma.org/calendar/exhibitions/2788","Artist","Artist",64137,"Institution","Pitt Petri Inc.","Pitt Petri Inc","","","","","Pitt Petri Inc.",NA,NA,NA,"","",NA,"",NA,"moma.org/artists/64137",1939
2527,"93","Useful Objects of American Design under $10.00","[MoMA Exh. #93, December 7, 1939-January 7, 1940]",1939-12-07,1940-01-07,138,"moma.org/calendar/exhibitions/2788","Artist","Artist",4729,"Individual","James Prestini","Prestini James","James","","Prestini","","","American",1908,1993,"American, born Italy. 19081993","Male",46604214,"",NA,"moma.org/artists/4729",1939
2527,"93","Useful Objects of American Design under $10.00","[MoMA Exh. #93, December 7, 1939-January 7, 1940]",1939-12-07,1940-01-07,138,"moma.org/calendar/exhibitions/2788","Artist","Artist",63545,"Institution","R. Murphy","R Murphy","","","","","R. Murphy",NA,NA,NA,"","",NA,"",NA,"moma.org/artists/63545",1939
2527,"93","Useful Objects of American Design under $10.00","[MoMA Exh. #93, December 7, 1939-January 7, 1940]",1939-12-07,1940-01-07,138,"moma.org/calendar/exhibitions/2788","Artist","Artist",43895,"Institution","Rohm & Haas Co.","Rohm & Haas Co.","","","","","Rohm & Haas Co.","American",1909,NA,"American, founded 1909","",NA,"",NA,"moma.org/artists/43895",1939
2527,"93","Useful Objects of American Design under $10.00","[MoMA Exh. #93, December 7, 1939-January 7, 1940]",1939-12-07,1940-01-07,138,"moma.org/calendar/exhibitions/2788","Artist","Artist",11077,"Institution","Swedlow Aeroplastics Corp.","Swedlow Aeroplastics Corp.","","","","","Swedlow Aeroplastics Corp.",NA,NA,NA,"","",NA,"",NA,"moma.org/artists/11077",1939
2527,"93","Useful Objects of American Design under $10.00","[MoMA Exh. #93, December 7, 1939-January 7, 1940]",1939-12-07,1940-01-07,138,"moma.org/calendar/exhibitions/2788","Artist","Artist",11093,"Institution","J.H. Thorp & Co., Inc., New York, NY","Thorp & Co., Inc., J.H.","","","","","Thorp & Co., Inc., J.H.",NA,NA,NA,"","",NA,"",NA,"moma.org/artists/11093",1939
2527,"93","Useful Objects of American Design under $10.00","[MoMA Exh. #93, December 7, 1939-January 7, 1940]",1939-12-07,1940-01-07,138,"moma.org/calendar/exhibitions/2788","Artist","Artist",6278,"Individual","Josiah Wedgwood","Wedgwood Josiah","Josiah","","Wedgwood","","","British",1730,1795,"British, 17301795","Male",17248967,"Q319331",500062605,"moma.org/artists/6278",1939
2527,"93","Useful Objects of American Design under $10.00","[MoMA Exh. #93, December 7, 1939-January 7, 1940]",1939-12-07,1940-01-07,138,"moma.org/calendar/exhibitions/2788","Artist","Artist",10167,"Institution","Western Clock Co., LaSalle, IL","Western Clock Co.","","","","","Western Clock Co.",NA,NA,NA,"","",NA,"",NA,"moma.org/artists/10167",1939
2527,"93","Useful Objects of American Design under $10.00","[MoMA Exh. #93, December 7, 1939-January 7, 1940]",1939-12-07,1940-01-07,138,"moma.org/calendar/exhibitions/2788","Artist","Artist",64145,"Institution","Wright Accessories","Wright Accessories","","","","","Wright Accessories",NA,NA,NA,"","",NA,"",NA,"moma.org/artists/64145",1939
2527,"93","Useful Objects of American Design under $10.00","[MoMA Exh. #93, December 7, 1939-January 7, 1940]",1939-12-07,1940-01-07,138,"moma.org/calendar/exhibitions/2788","Artist","Artist",49609,"Individual","Mary Wright","Wright Mary","Mary","","Wright","","",NA,NA,NA,"","",NA,"",NA,"moma.org/artists/49609",1939
2527,"93","Useful Objects of American Design under $10.00","[MoMA Exh. #93, December 7, 1939-January 7, 1940]",1939-12-07,1940-01-07,138,"moma.org/calendar/exhibitions/2788","Artist","Artist",6460,"Individual","Russel Wright","Wright Russel","Russel","","Wright","","","American",1904,1976,"American, 19041976","Male",120170791,"Q7381291",500001139,"moma.org/artists/6460",1939
10600,"No#","Visual Analysis of the Painting by Picasso - Seated Man - 1911","[MoMA Exh. #NN1, January 1-January 30, 1940]",1940-01-01,1940-01-30,138.1,"","Artist","Artist",4609,"Individual","Pablo Picasso","Picasso Pablo","Pablo","","Picasso","","","Spanish",1881,1973,"Spanish, 18811973","Male",15873,"Q5593",500009666,"moma.org/artists/4609",1940
2751,"94","Paintings and Sculpture from the Museum Collection","[MoMA Exh. #94, January 12-March 3, 1940]",1940-01-12,1940-03-03,139,"moma.org/calendar/exhibitions/2866","Artist","Artist",11,"Individual","Jean (Hans) Arp","Arp Jean (Hans)","Jean","","Arp","","","French",1886,1966,"French, born Germany (Alsace). 18861966","Male",7386175,"Q153739",500031000,"moma.org/artists/11",1940
2751,"94","Paintings and Sculpture from the Museum Collection","[MoMA Exh. #94, January 12-March 3, 1940]",1940-01-12,1940-03-03,139,"moma.org/calendar/exhibitions/2866","Artist","Artist",617,"Individual","Peter Blume","Blume Peter","Peter","","Blume","","","American",1906,1992,"American, 19061992","Male",65497511,"Q2990693",500028254,"moma.org/artists/617",1940
2751,"94","Paintings and Sculpture from the Museum Collection","[MoMA Exh. #94, January 12-March 3, 1940]",1940-01-12,1940-03-03,139,"moma.org/calendar/exhibitions/2866","Artist","Artist",870,"Individual","Charles Burchfield","Burchfield Charles","Charles","","Burchfield","","","American",1893,1967,"American, 18931967","Male",34533792,"Q3349279",500015189,"moma.org/artists/870",1940
2751,"94","Paintings and Sculpture from the Museum Collection","[MoMA Exh. #94, January 12-March 3, 1940]",1940-01-12,1940-03-03,139,"moma.org/calendar/exhibitions/2866","Artist","Artist",1053,"Individual","Paul Cézanne","Cézanne Paul","Paul","","Cézanne","","","French",1839,1906,"French, 18391906","Male",39374836,"Q35548",500004793,"moma.org/artists/1053",1940
2751,"94","Paintings and Sculpture from the Museum Collection","[MoMA Exh. #94, January 12-March 3, 1940]",1940-01-12,1940-03-03,139,"moma.org/calendar/exhibitions/2866","Artist","Artist",1106,"Individual","Giorgio de Chirico","Chirico Giorgio de","Giorgio de","","Chirico","","","Italian",1888,1978,"Italian, born Greece. 18881978","Male",104172730,"Q156622",500032635,"moma.org/artists/1106",1940
2751,"94","Paintings and Sculpture from the Museum Collection","[MoMA Exh. #94, January 12-March 3, 1940]",1940-01-12,1940-03-03,139,"moma.org/calendar/exhibitions/2866","Artist","Artist",61588,"Individual","Corbin","Corbin","","","Corbin","","",NA,NA,NA,"","",NA,"",NA,"moma.org/artists/61588",1940
2751,"94","Paintings and Sculpture from the Museum Collection","[MoMA Exh. #94, January 12-March 3, 1940]",1940-01-12,1940-03-03,139,"moma.org/calendar/exhibitions/2866","Artist","Artist",1490,"Individual","Charles Demuth","Demuth Charles","Charles","","Demuth","","","American",1883,1935,"American, 18831935","Male",29542716,"Q380494",500004441,"moma.org/artists/1490",1940
2751,"94","Paintings and Sculpture from the Museum Collection","[MoMA Exh. #94, January 12-March 3, 1940]",1940-01-12,1940-03-03,139,"moma.org/calendar/exhibitions/2866","Artist","Artist",1500,"Individual","André Derain","Derain André","André","","Derain","","","French",1880,1954,"French, 18801954","Male",2469239,"Q156272",500004535,"moma.org/artists/1500",1940
2751,"94","Paintings and Sculpture from the Museum Collection","[MoMA Exh. #94, January 12-March 3, 1940]",1940-01-12,1940-03-03,139,"moma.org/calendar/exhibitions/2866","Artist","Artist",1559,"Individual","Otto Dix","Dix Otto","Otto","","Dix","","","German",1891,1969,"German, 18911969","Male",46769170,"Q153104",500028047,"moma.org/artists/1559",1940
2751,"94","Paintings and Sculpture from the Museum Collection","[MoMA Exh. #94, January 12-March 3, 1940]",1940-01-12,1940-03-03,139,"moma.org/calendar/exhibitions/2866","Artist","Artist",1634,"Individual","Marcel Duchamp","Duchamp Marcel","Marcel","","Duchamp","","","American",1887,1968,"American, born France. 18871968","Male",36917441,"Q5912",500115393,"moma.org/artists/1634",1940
2751,"94","Paintings and Sculpture from the Museum Collection","[MoMA Exh. #94, January 12-March 3, 1940]",1940-01-12,1940-03-03,139,"moma.org/calendar/exhibitions/2866","Artist","Artist",1701,"Individual","Louis Michel Eilshemius","Eilshemius Louis Michel","Louis","Michel","Eilshemius","","","American",1864,1941,"American, 18641941","Male",69842455,"Q6687104",500030951,"moma.org/artists/1701",1940
2751,"94","Paintings and Sculpture from the Museum Collection","[MoMA Exh. #94, January 12-March 3, 1940]",1940-01-12,1940-03-03,139,"moma.org/calendar/exhibitions/2866","Artist","Artist",1739,"Individual","James Ensor","Ensor James","James","","Ensor","","","Belgian",1860,1949,"Belgian, 18601949","Male",88625859,"Q158840",500032046,"moma.org/artists/1739",1940
2751,"94","Paintings and Sculpture from the Museum Collection","[MoMA Exh. #94, January 12-March 3, 1940]",1940-01-12,1940-03-03,139,"moma.org/calendar/exhibitions/2866","Artist","Artist",1741,"Individual","Jacob Epstein","Epstein Jacob","Jacob","","Epstein","","","British",1880,1959,"British, born U.S.A. 18801959","Male",12578600,"Q354779",500032047,"moma.org/artists/1741",1940
2751,"94","Paintings and Sculpture from the Museum Collection","[MoMA Exh. #94, January 12-March 3, 1940]",1940-01-12,1940-03-03,139,"moma.org/calendar/exhibitions/2866","Artist","Artist",2043,"Individual","Naum Gabo","Gabo Naum","Naum","","Gabo","","","American",1890,1977,"American, born Russia. 18901977","Male",36950931,"Q309482",500115724,"moma.org/artists/2043",1940
2751,"94","Paintings and Sculpture from the Museum Collection","[MoMA Exh. #94, January 12-March 3, 1940]",1940-01-12,1940-03-03,139,"moma.org/calendar/exhibitions/2866","Artist","Artist",2084,"Individual","Pablo Gargallo","Gargallo Pablo","Pablo","","Gargallo","","","Spanish",1881,1934,"Spanish, 18811934","Male",76324883,"Q456991",500010393,"moma.org/artists/2084",1940
2751,"94","Paintings and Sculpture from the Museum Collection","[MoMA Exh. #94, January 12-March 3, 1940]",1940-01-12,1940-03-03,139,"moma.org/calendar/exhibitions/2866","Artist","Artist",2098,"Individual","Paul Gauguin","Gauguin Paul","Paul","","Gauguin","","","French",1848,1903,"French, 18481903","Male",27064953,"Q37693",500011421,"moma.org/artists/2098",1940
2751,"94","Paintings and Sculpture from the Museum Collection","[MoMA Exh. #94, January 12-March 3, 1940]",1940-01-12,1940-03-03,139,"moma.org/calendar/exhibitions/2866","Artist","Artist",2141,"Individual","Alberto Giacometti","Giacometti Alberto","Alberto","","Giacometti","","","Swiss",1901,1966,"Swiss, 19011966","Male",49226067,"Q157194",500118871,"moma.org/artists/2141",1940
2751,"94","Paintings and Sculpture from the Museum Collection","[MoMA Exh. #94, January 12-March 3, 1940]",1940-01-12,1940-03-03,139,"moma.org/calendar/exhibitions/2866","Artist","Artist",2206,"Individual","Vincent van Gogh","Gogh Vincent van","Vincent","","van Gogh","","","Dutch",1853,1890,"Dutch, 18531890","Male",9854560,"Q5582",500115588,"moma.org/artists/2206",1940
2751,"94","Paintings and Sculpture from the Museum Collection","[MoMA Exh. #94, January 12-March 3, 1940]",1940-01-12,1940-03-03,139,"moma.org/calendar/exhibitions/2866","Artist","Artist",2231,"Individual","Julio González","González Julio","Julio","","González","","","Spanish",1876,1942,"Spanish, 18761942","Male",4960044,"Q316531",500024353,"moma.org/artists/2231",1940
2751,"94","Paintings and Sculpture from the Museum Collection","[MoMA Exh. #94, January 12-March 3, 1940]",1940-01-12,1940-03-03,139,"moma.org/calendar/exhibitions/2866","Artist","Artist",2374,"Individual","George Grosz","Grosz George","George","","Grosz","","","American",1893,1959,"American, born Germany. 18931959","Male",12309408,"Q107194",500014558,"moma.org/artists/2374",1940
2751,"94","Paintings and Sculpture from the Museum Collection","[MoMA Exh. #94, January 12-March 3, 1940]",1940-01-12,1940-03-03,139,"moma.org/calendar/exhibitions/2866","Artist","Artist",2519,"Individual","George Overbury (""Pop"") Hart","Hart George Overbury (""Pop"")","George","Overbury (""Pop"")","Hart","","","American",1868,1933,"American, 18681933","Male",61822646,"Q19795994",500027420,"moma.org/artists/2519",1940
2751,"94","Paintings and Sculpture from the Museum Collection","[MoMA Exh. #94, January 12-March 3, 1940]",1940-01-12,1940-03-03,139,"moma.org/calendar/exhibitions/2866","Artist","Artist",2592,"Individual","Heinz Henghes (G. H. Clusmann)","Henghes Heinz (G. H. Clusmann)","Heinz","","Henghes","","","British",1906,1975,"British, 19061975","Male",60074809,"Q5700692",500193788,"moma.org/artists/2592",1940
2751,"94","Paintings and Sculpture from the Museum Collection","[MoMA Exh. #94, January 12-March 3, 1940]",1940-01-12,1940-03-03,139,"moma.org/calendar/exhibitions/2866","Artist","Artist",8280,"Individual","Edward Hicks","Hicks Edward","Edward","","Hicks","","","American",1780,1849,"American, 17801849","Male",64278895,"Q2723190",500022183,"moma.org/artists/8280",1940
2751,"94","Paintings and Sculpture from the Museum Collection","[MoMA Exh. #94, January 12-March 3, 1940]",1940-01-12,1940-03-03,139,"moma.org/calendar/exhibitions/2866","Artist","Artist",2686,"Individual","Karl Hofer","Hofer Karl","Karl","","Hofer","","","German",1878,1955,"German, 18781955","Male",24682385,"Q62249",500015138,"moma.org/artists/2686",1940
2751,"94","Paintings and Sculpture from the Museum Collection","[MoMA Exh. #94, January 12-March 3, 1940]",1940-01-12,1940-03-03,139,"moma.org/calendar/exhibitions/2866","Artist","Artist",3001,"Individual","Bernard Karfiol","Karfiol Bernard","Bernard","","Karfiol","","","American",1886,1952,"American, 18861952","Male",36883547,"Q822507",500018085,"moma.org/artists/3001",1940
2751,"94","Paintings and Sculpture from the Museum Collection","[MoMA Exh. #94, January 12-March 3, 1940]",1940-01-12,1940-03-03,139,"moma.org/calendar/exhibitions/2866","Artist","Artist",3197,"Individual","Oskar Kokoschka","Kokoschka Oskar","Oskar","","Kokoschka","","","Austrian",1886,1980,"Austrian, 18861980","Male",31998450,"Q154260",500024536,"moma.org/artists/3197",1940
2751,"94","Paintings and Sculpture from the Museum Collection","[MoMA Exh. #94, January 12-March 3, 1940]",1940-01-12,1940-03-03,139,"moma.org/calendar/exhibitions/2866","Artist","Artist",3199,"Individual","Georg Kolbe","Kolbe Georg","Georg","","Kolbe","","","German",1887,1947,"German, 18871947","Male",49349022,"Q561283",500004921,"moma.org/artists/3199",1940
2751,"94","Paintings and Sculpture from the Museum Collection","[MoMA Exh. #94, January 12-March 3, 1940]",1940-01-12,1940-03-03,139,"moma.org/calendar/exhibitions/2866","Artist","Artist",3216,"Individual","Benjamin Kopman","Kopman Benjamin","Benjamin","","Kopman","","","American",1887,1965,"American, born Russia. 18871965","Male",95832933,"",500024563,"moma.org/artists/3216",1940
2751,"94","Paintings and Sculpture from the Museum Collection","[MoMA Exh. #94, January 12-March 3, 1940]",1940-01-12,1940-03-03,139,"moma.org/calendar/exhibitions/2866","Artist","Artist",3288,"Individual","Walt Kuhn","Kuhn Walt","Walt","","Kuhn","","","American",1877,1949,"American, 18771949","Male",33084024,"Q118798",500012372,"moma.org/artists/3288",1940
2751,"94","Paintings and Sculpture from the Museum Collection","[MoMA Exh. #94, January 12-March 3, 1940]",1940-01-12,1940-03-03,139,"moma.org/calendar/exhibitions/2866","Artist","Artist",3332,"Individual","Gaston Lachaise","Lachaise Gaston","Gaston","","Lachaise","","","American",1882,1935,"American, born France. 18821935","Male",8187606,"Q1495586",500001766,"moma.org/artists/3332",1940
2751,"94","Paintings and Sculpture from the Museum Collection","[MoMA Exh. #94, January 12-March 3, 1940]",1940-01-12,1940-03-03,139,"moma.org/calendar/exhibitions/2866","Artist","Artist",3409,"Individual","Henri Laurens","Laurens Henri","Henri","","Laurens","","","French",1885,1954,"French, 18851954","Male",14790249,"Q738892",500010480,"moma.org/artists/3409",1940
2751,"94","Paintings and Sculpture from the Museum Collection","[MoMA Exh. #94, January 12-March 3, 1940]",1940-01-12,1940-03-03,139,"moma.org/calendar/exhibitions/2866","Artist","Artist",6624,"Individual","Fernand Léger","Léger Fernand","Fernand","","Léger","","","French",1881,1955,"French, 18811955","Male",34459370,"Q157183",500027374,"moma.org/artists/6624",1940
2751,"94","Paintings and Sculpture from the Museum Collection","[MoMA Exh. #94, January 12-March 3, 1940]",1940-01-12,1940-03-03,139,"moma.org/calendar/exhibitions/2866","Artist","Artist",3697,"Individual","Aristide Maillol","Maillol Aristide","Aristide","","Maillol","","","French",1861,1944,"French, 18611944","Male",14228,"Q153920",500001596,"moma.org/artists/3697",1940
2751,"94","Paintings and Sculpture from the Museum Collection","[MoMA Exh. #94, January 12-March 3, 1940]",1940-01-12,1940-03-03,139,"moma.org/calendar/exhibitions/2866","Artist","Artist",3832,"Individual","Henri Matisse","Matisse Henri","Henri","","Matisse","","","French",1869,1954,"French, 18691954","Male",42630086,"Q5589",500017300,"moma.org/artists/3832",1940
2751,"94","Paintings and Sculpture from the Museum Collection","[MoMA Exh. #94, January 12-March 3, 1940]",1940-01-12,1940-03-03,139,"moma.org/calendar/exhibitions/2866","Artist","Artist",3853,"Individual","Alfred H. Maurer","Maurer Alfred","Alfred","H.","Maurer","","","American",1868,1932,"American, 18681932","Male",50021316,"Q1387251",500025666,"moma.org/artists/3853",1940
2751,"94","Paintings and Sculpture from the Museum Collection","[MoMA Exh. #94, January 12-March 3, 1940]",1940-01-12,1940-03-03,139,"moma.org/calendar/exhibitions/2866","Artist","Artist",4016,"Individual","Joan Miró","Miró Joan","Joan","","Miró","","","Spanish",1893,1983,"Spanish, 18931983","Male",9850739,"Q152384",500014094,"moma.org/artists/4016",1940
2751,"94","Paintings and Sculpture from the Museum Collection","[MoMA Exh. #94, January 12-March 3, 1940]",1940-01-12,1940-03-03,139,"moma.org/calendar/exhibitions/2866","Artist","Artist",4038,"Individual","Amedeo Modigliani","Modigliani Amedeo","Amedeo","","Modigliani","","","Italian",1884,1920,"Italian, 18841920","Male",17232808,"Q120993",500026509,"moma.org/artists/4038",1940
2751,"94","Paintings and Sculpture from the Museum Collection","[MoMA Exh. #94, January 12-March 3, 1940]",1940-01-12,1940-03-03,139,"moma.org/calendar/exhibitions/2866","Artist","Artist",4071,"Individual","Henry Moore","Moore Henry","Henry","","Moore","","","British",1898,1986,"British, 18981986","Male",32000652,"Q151097",500032596,"moma.org/artists/4071",1940
2751,"94","Paintings and Sculpture from the Museum Collection","[MoMA Exh. #94, January 12-March 3, 1940]",1940-01-12,1940-03-03,139,"moma.org/calendar/exhibitions/2866","Artist","Artist",4218,"Individual","Reuben Nakian","Nakian Reuben","Reuben","","Nakian","","","American",1897,1986,"American, 18971986","Male",45605328,"Q7317496",500027533,"moma.org/artists/4218",1940
2751,"94","Paintings and Sculpture from the Museum Collection","[MoMA Exh. #94, January 12-March 3, 1940]",1940-01-12,1940-03-03,139,"moma.org/calendar/exhibitions/2866","Artist","Artist",4430,"Individual","José Clemente Orozco","Orozco José Clemente","José","Clemente","Orozco","","","Mexican",1883,1949,"Mexican, 18831949","Male",17267526,"Q332041",500012316,"moma.org/artists/4430",1940
2751,"94","Paintings and Sculpture from the Museum Collection","[MoMA Exh. #94, January 12-March 3, 1940]",1940-01-12,1940-03-03,139,"moma.org/calendar/exhibitions/2866","Artist","Artist",4514,"Individual","Jules Pascin","Pascin Jules","Jules","","Pascin","","","American",1885,1930,"American, born Bulgaria. 18851930","Male",97262322,"Q469063",500028526,"moma.org/artists/4514",1940
2751,"94","Paintings and Sculpture from the Museum Collection","[MoMA Exh. #94, January 12-March 3, 1940]",1940-01-12,1940-03-03,139,"moma.org/calendar/exhibitions/2866","Artist","Artist",4591,"Individual","Antoine Pevsner","Pevsner Antoine","Antoine","","Pevsner","","","French",1886,1962,"French, 18861962","Male",37046311,"Q381950",500027433,"moma.org/artists/4591",1940
2751,"94","Paintings and Sculpture from the Museum Collection","[MoMA Exh. #94, January 12-March 3, 1940]",1940-01-12,1940-03-03,139,"moma.org/calendar/exhibitions/2866","Artist","Artist",4609,"Individual","Pablo Picasso","Picasso Pablo","Pablo","","Picasso","","","Spanish",1881,1973,"Spanish, 18811973","Male",15873,"Q5593",500009666,"moma.org/artists/4609",1940
2751,"94","Paintings and Sculpture from the Museum Collection","[MoMA Exh. #94, January 12-March 3, 1940]",1940-01-12,1940-03-03,139,"moma.org/calendar/exhibitions/2866","Artist","Artist",4614,"Individual","Joseph Pickett","Pickett Joseph","Joseph","","Pickett","","","American",1848,1918,"American, 18481918","Male",66333418,"Q18158326",500026784,"moma.org/artists/4614",1940
2751,"94","Paintings and Sculpture from the Museum Collection","[MoMA Exh. #94, January 12-March 3, 1940]",1940-01-12,1940-03-03,139,"moma.org/calendar/exhibitions/2866","Artist","Artist",4727,"Individual","Maurice Prendergast","Prendergast Maurice","Maurice","","Prendergast","","","American",1859,1924,"American, 18591924","Male",71516829,"Q248707",500004329,"moma.org/artists/4727",1940
2751,"94","Paintings and Sculpture from the Museum Collection","[MoMA Exh. #94, January 12-March 3, 1940]",1940-01-12,1940-03-03,139,"moma.org/calendar/exhibitions/2866","Artist","Artist",4869,"Individual","Pierre-Auguste Renoir","Renoir Pierre-Auguste","Pierre-Auguste","","Renoir","","","French",1841,1919,"French, 18411919","Male",29643005,"Q39931",500115467,"moma.org/artists/4869",1940
2751,"94","Paintings and Sculpture from the Museum Collection","[MoMA Exh. #94, January 12-March 3, 1940]",1940-01-12,1940-03-03,139,"moma.org/calendar/exhibitions/2866","Artist","Artist",5053,"Individual","Georges Rouault","Rouault Georges","Georges","","Rouault","","","French",1871,1958,"French, 18711958","Male",16857,"Q156128",500024798,"moma.org/artists/5053",1940
2751,"94","Paintings and Sculpture from the Museum Collection","[MoMA Exh. #94, January 12-March 3, 1940]",1940-01-12,1940-03-03,139,"moma.org/calendar/exhibitions/2866","Artist","Artist",5056,"Individual","Henri Rousseau","Rousseau Henri","Henri","","Rousseau","","","French",1844,1910,"French, 18441910","Male",14776193,"Q156386",500115462,"moma.org/artists/5056",1940
2751,"94","Paintings and Sculpture from the Museum Collection","[MoMA Exh. #94, January 12-March 3, 1940]",1940-01-12,1940-03-03,139,"moma.org/calendar/exhibitions/2866","Artist","Artist",5217,"Individual","M. Schimmel","Schimmel M.","M.","","Schimmel","","",NA,NA,NA,"Nationality unknown","",NA,"",NA,"moma.org/artists/5217",1940
2751,"94","Paintings and Sculpture from the Museum Collection","[MoMA Exh. #94, January 12-March 3, 1940]",1940-01-12,1940-03-03,139,"moma.org/calendar/exhibitions/2866","Artist","Artist",5358,"Individual","Georges-Pierre Seurat","Seurat Georges-Pierre","Georges-Pierre","","Seurat","","","French",1859,1891,"French, 18591891","Male",24608076,"Q34013",500008873,"moma.org/artists/5358",1940
2751,"94","Paintings and Sculpture from the Museum Collection","[MoMA Exh. #94, January 12-March 3, 1940]",1940-01-12,1940-03-03,139,"moma.org/calendar/exhibitions/2866","Artist","Artist",5454,"Individual","David Alfaro Siqueiros","Siqueiros David Alfaro","David","Alfaro","Siqueiros","","","Mexican",1896,1974,"Mexican, 18961974","Male",61588351,"Q315647",500008908,"moma.org/artists/5454",1940
